,,,,,,,,,,,,,,,,
,3640,2023-05-06 22:28:08,Livepeer,LPT,5.26,146244731,0.01,27822320.09550509,False,5778298,-0.07,-5.71,-7.19,-24.43,-9.79,-37.21
,4948,2023-05-06 22:28:08,Nervos Network,CKB,0.0,145774611,0.01,40628778372.62968,False,5323727,0.3,-4.21,-14.4,-20.33,-14.14,-1.9
,5444,2023-05-06 22:28:08,Cartesi,CTSI,0.2,145666855,0.01,732006168.7935373,False,31146895,0.88,-7.75,-9.79,37.16,43.56,25.32
,1637,2023-05-06 22:28:08,iExec RLC,RLC,1.79,145368950,0.01,80999784.9868455,False,28428966,-0.1,5.31,0.5,7.17,10.57,-13.14
,6945,2023-05-06 22:28:08,Amp,AMP,0.0,143682818,0.01,42227702186,False,22621951,-0.67,2.18,-1.9,-8.75,-26.19,-29.03
,17799,2023-05-06 22:28:08,Axelar,AXL,0.57,142474182,0.01,249167842.431558,False,2207254,-0.55,-2.64,11.16,-4.75,-17.43,-6.08
,11079,2023-05-06 22:28:08,Bitgert,BRISE,0.0,142021329,0.01,395688215721653,False,5499632,3.56,6.2,-10.73,-22.2,-28.99,-23.02
,109,2023-05-06 22:28:08,DigiByte,DGB,0.01,141820124,0.01,16207972197.478378,False,2022626,-0.14,-4.11,-8.52,-7.51,-12.62,-16.68
,3437,2023-05-06 22:28:08,ABBC Coin,ABBC,0.1,141346186,0.01,1362204508.0376194,False,15976661,0.02,0.59,1.15,17.99,43.05,37.42
,1772,2023-05-06 22:28:08,Storj,STORJ,0.34,139031474,0.01,412937122.13631105,False,4216222,-0.08,-3.27,-6.36,-15.66,-6.21,-20.05
,1808,2023-05-06 22:28:08,OMG Network,OMG,0.99,138482397,0.01,140245398.24513277,False,19156591,0.02,-7.07,-8.06,-33.03,-30.9,-39.1
,9436,2023-05-06 22:28:08,Dogelon Mars,ELON,0.0,134193099,0.01,549652770159583.3,False,2902520,-0.87,-4.36,-7.4,-27.26,-27.22,-42.05
,18934,2023-05-06 22:28:08,Stargate Finance,STG,0.72,132843491,0.01,184209395.2281952,False,19004593,-0.25,-8.65,-8.69,-13.35,-3.66,7.6
,8719,2023-05-06 22:28:08,Illuvium,ILV,49.09,132827849,0.01,2705584.83795414,False,6145160,0.25,-4.68,-7.24,-17.52,-34.12,-44.22
,7429,2023-05-06 22:28:08,Liquity,LQTY,1.44,132531452,0.01,91894449.57427064,False,21228626,-0.78,-14.71,-21.27,-40.28,-23.99,110.89
,23254,2023-05-06 22:28:08,Core,CORE,1.19,132104216,0.01,111179204.10492213,False,22737215,0.19,-0.38,-21.95,-25.7,-57.38,-75.18
,17050,2023-05-06 22:28:08,Multichain,MULTI,8.92,129676137,0.01,14541093.5633,False,2676063,0.17,-2.24,-5.23,-3.85,-4.52,-9.39
,1698,2023-05-06 22:28:08,Horizen,ZEN,8.92,121785901,0.01,13656718.75,False,6864060,-0.01,-6.09,-10.21,-14.63,-15.17,-13.13
,1214,2023-05-06 22:28:08,Lisk,LSK,0.94,121678033,0.01,128900444.52198455,True,17009757,0.02,-2.5,-3.35,-18.54,-6.11,-22.54
,11396,2023-05-06 22:28:08,JOE,JOE,0.36,120879724,0.01,336436965,False,14292741,-1.41,-10.31,-27.82,-38.42,52.16,67.41
,11877,2023-05-06 22:28:08,Galxe,GAL,1.6,119150102,0.01,74682666.486,False,10306302,-0.16,-6.63,-12.95,-12.88,-0.18,-31.13
,1680,2023-05-06 22:28:08,Aragon,ANT,2.97,119057922,0.01,40029851.92983684,False,12146226,-0.27,-2.81,-10.61,3.13,28.31,2.91
,3701,2023-05-06 22:28:08,RSK Infrastructure Framework,RIF,0.12,117848107,0.01,960040001.8942258,False,6325647,-0.14,-4.95,-2.26,-5.91,-7.54,100.28
,9640,2023-05-06 22:28:08,MetisDAO,METIS,26.45,117726764,0.01,4450490.18425,False,6774200,-0.13,-6.95,-2.77,-4.63,-3.43,-27.02
,4275,2023-05-06 22:28:08,Cocos-BCX,COCOS,1.63,116015349,0.01,71051748,False,27643362,0.42,-5.75,-10.39,8.24,11.19,144.77
,9040,2023-05-06 22:28:08,Pundi X (New),PUNDIX,0.44,114966972,0.01,258491637.23,False,9040221,-0.71,-1.84,-3.47,-11.15,1.33,-7.75
,11584,2023-05-06 22:28:08,Braintrust,BTRST,0.81,114561115,0.01,141511957,False,539959,-0.11,1.5,-3.95,-7.53,-9.2,-24.32
